57.0	083	052.0	-999.0	09.2	-999.0	-999.0	010.0	0
55.9	087	052.0	-999.0	05.8	-999.0	-999.0	010.0	0
55.9	084	051.1	-999.0	06.9	-999.0	-999.0	010.0	0
55.9	084	051.1	-999.0	03.5	-999.0	-999.0	010.0	0
55.0	086	051.1	-999.0	04.6	-999.0	-999.0	010.0	0
55.0	083	050.0	-999.0	04.6	-999.0	-999.0	010.0	0
55.9	084	051.1	-999.0	03.5	-999.0	-999.0	010.0	0
59.0	078	052.0	-999.0	06.9	-999.0	-999.0	010.0	0
63.0	070	053.1	-999.0	06.9	-999.0	-999.0	010.0	0
66.0	063	053.1	-999.0	06.9	-999.0	-999.0	010.0	0
66.9	063	054.0	-999.0	012.7	-999.0	-999.0	010.0	0
69.1	057	053.1	-999.0	011.5	-999.0	-999.0	010.0	0
69.1	057	053.1	-999.0	013.8	-999.0	-999.0	010.0	0
68.0	061	054.0	-999.0	016.1	-999.0	-999.0	010.0	0
68.0	059	053.1	-999.0	015.0	-999.0	-999.0	010.0	0
69.1	057	053.1	-999.0	017.3	-999.0	-999.0	010.0	0
66.0	063	053.1	024.2	018.4	-999.0	-999.0	010.0	0
64.9	065	053.1	-999.0	018.4	-999.0	-999.0	010.0	0
63.0	070	053.1	-999.0	016.1	-999.0	-999.0	010.0	0
60.1	078	053.1	-999.0	017.3	-999.0	-999.0	010.0	0
57.9	084	053.1	-999.0	013.8	-999.0	-999.0	010.0	0
57.9	084	053.1	-999.0	06.9	-999.0	-999.0	010.0	0
57.0	087	053.1	-999.0	08.1	-999.0	-999.0	010.0	0
57.0	087	053.1	-999.0	010.4	-999.0	-999.0	010.0	0
57.0	087	053.1	-999.0	08.1	-999.0	-999.0	010.0	0
57.0	087	053.1	-999.0	08.1	-999.0	-999.0	010.0	0
57.0	087	053.1	-999.0	05.8	-999.0	-999.0	010.0	0
57.0	083	052.0	-999.0	05.8	-999.0	-999.0	010.0	0
57.2	082	051.8	-999.0	05.8	-999.0	-999.0	010.0	0
57.0	083	052.0	-999.0	04.6	-999.0	-999.0	010.0	0
57.0	083	052.0	-999.0	03.5	-999.0	-999.0	010.0	0
57.0	083	052.0	-999.0	05.8	-999.0	-999.0	07.0	0
57.9	084	053.1	-999.0	04.6	-999.0	-999.0	07.0	0
57.0	083	052.0	-999.0	00.0	-999.0	-999.0	010.0	0
60.1	075	052.0	-999.0	00.0	-999.0	-999.0	010.0	0
62.1	072	053.1	-999.0	06.9	-999.0	-999.0	010.0	0
64.9	068	054.0	-999.0	010.4	-999.0	-999.0	010.0	0
68.0	059	053.1	-999.0	011.5	-999.0	-999.0	010.0	0
70.0	055	053.1	-999.0	011.5	-999.0	-999.0	010.0	0
72.0	051	053.1	-999.0	012.7	-999.0	-999.0	010.0	0
72.0	053	054.0	-999.0	012.7	-999.0	-999.0	010.0	0
75.0	046	053.1	-999.0	013.8	-999.0	-999.0	010.0	0
73.0	049	053.1	-999.0	015.0	-999.0	-999.0	010.0	0
71.1	055	054.0	-999.0	013.8	-999.0	-999.0	010.0	0
68.0	059	053.1	-999.0	010.4	-999.0	-999.0	010.0	0
64.0	067	053.1	-999.0	011.5	-999.0	-999.0	010.0	0
60.1	078	053.1	-999.0	09.2	-999.0	-999.0	010.0	0
60.1	078	053.1	-999.0	06.9	-999.0	-999.0	010.0	0
59.0	081	053.1	-999.0	05.8	-999.0	-999.0	010.0	0
59.0	081	053.1	-999.0	05.8	-999.0	-999.0	010.0	0
57.9	084	053.1	-999.0	04.6	-999.0	-999.0	010.0	0
57.9	084	053.1	-999.0	03.5	-999.0	-999.0	010.0	0
57.9	081	052.0	-999.0	00.0	-999.0	-999.0	010.0	0
55.0	083	050.0	-999.0	03.5	-999.0	-999.0	010.0	0
55.0	083	050.0	-999.0	03.5	-999.0	-999.0	010.0	0
55.0	086	051.1	-999.0	03.5	-999.0	-999.0	010.0	0
60.1	078	053.1	-999.0	00.0	-999.0	-999.0	010.0	0
66.0	068	055.0	-999.0	03.5	-999.0	-999.0	010.0	0
