0.52155,1
0.6412,0.97352
0.92124,0.95068
0.99214,0.92237
0.99797,0.89954
0.99948,0.88082
1,0.85571
1,0.83333
1,0.80685
1,0.78721
1,0.76027
1,0.74201
1,0.71918
1,0.69406
1,0.6589
1,0.621
1,0.58356
1,0.54064
1,0.5137
1,0.47489
1,0.43014
1,0.38721
1,0.33653
1,0.29635
1,0.2653
1,0.22922
1,0.2
1,0.17534
1,0.14247
1,0.11096
1,0.096347
1,0.078995
1,0.067123
1,0.054795
1,0.047489
1,0.042922
1,0.041553
1,0.038356
1,0.035616
1,0.03242
1,0.03105
1,0.029224
1,0.025571
1,0.024658
1,0.023288
1,0.021461
1,0.020091
1,0.018721
1,0.017352
1,0.016895
1,0.015525
1,0.014612
1,0.013242
1,0.012785
1,0.011872
1,0.011872
1,0.011872
1,0.011872
1,0.010959
1,0.010959
1,0.010959
1,0.010046
1,0.009589
1,0.009589
1,0.009589
1,0.0086758
1,0.0077626
1,0.0073059
1,0.0063927
1,0.0059361
1,0.0059361
1,0.0059361
1,0.0054795
1,0.0050228
1,0.0041096
1,0.0041096
1,0.003653
1,0.003653
1,0.003653
1,0.003653
1,0.003653
1,0.0031963
1,0.0031963
1,0.0031963
1,0.0031963
1,0.0031963
1,0.0027397
1,0.0027397
1,0.0022831
1,0.0013699
1,0.0013699
1,0.0013699
1,0.0013699
1,0.00045662
1,0.00045662
1,0.00045662
1,0.00045662
1,0.00045662
1,0.00045662
1,0.00045662
1,0.00045662
