68.9	096	067.6	0-999	03.5	0-999	0-999	00.5	0
68.5	096	067.5	0-999	03.5	0-999	0-999	00.2	0
68.0	097	067.1	0-999	00.0	0-999	0-999	00.2	0
68.0	096	066.7	0-999	00.0	0-999	0-999	00.2	0
67.3	096	066.2	0-999	00.0	0-999	0-999	04.0	0
67.5	096	066.4	0-999	03.5	0-999	0-999	00.5	0
67.3	096	066.2	0-999	05.8	0-999	0-999	03.0	0
67.5	096	066.4	0-999	04.6	0-999	0-999	00.5	0
67.6	096	066.6	0-999	03.5	0-999	0-999	00.5	0
67.3	096	066.2	0-999	00.0	0-999	0-999	00.8	0
67.1	096	066.0	0-999	00.0	0-999	0-999	02.5	0
67.5	096	066.4	0-999	00.0	0-999	0-999	02.5	0
68.0	096	066.7	0-999	00.0	0-999	0-999	02.5	0
68.0	096	066.7	0-999	00.0	0-999	0-999	00.5	0
68.0	097	067.1	0-999	00.0	0-999	0-999	00.2	0
68.2	096	067.1	0-999	00.0	0-999	0-999	00.5	0
68.2	096	067.1	0-999	04.6	0-999	0-999	04.0	0
68.4	096	067.3	0-999	03.5	0-999	0-999	03.0	0
69.1	096	068.0	0-999	00.0	0-999	0-999	05.0	0
70.7	096	069.6	0-999	04.6	0-999	0-999	05.0	0
70.9	096	069.8	0-999	03.5	0-999	0-999	07.0	0
72.0	096	070.9	0-999	03.5	0-999	0-999	010.0	0
74.8	085	070.2	0-999	03.5	0-999	0-999	010.0	0
77.4	076	069.3	0-999	00.0	0-999	0-999	010.0	0
77.7	073	068.5	0-999	04.6	0-999	0-999	010.0	0
79.5	066	067.3	0-999	06.9	0-999	0-999	010.0	0
79.7	068	068.2	0-999	03.5	0-999	0-999	010.0	0
81.3	063	067.6	0-999	05.8	0-999	0-999	010.0	0
80.8	064	067.6	0-999	03.5	0-999	0-999	010.0	0
80.2	063	066.4	0-999	03.5	0-999	0-999	010.0	0
80.6	061	065.8	0-999	00.0	0-999	0-999	010.0	0
83.1	059	067.3	0-999	03.5	0-999	0-999	010.0	0
83.8	055	065.8	0-999	00.0	0-999	0-999	010.0	0
82.8	057	066.0	0-999	00.0	0-999	0-999	010.0	0
83.7	056	066.4	0-999	00.0	0-999	0-999	010.0	0
84.4	056	066.9	0-999	03.5	0-999	0-999	010.0	0
85.3	055	067.6	0-999	04.6	0-999	0-999	010.0	0
83.5	058	067.3	0-999	04.6	0-999	0-999	010.0	0
86.4	051	066.4	0-999	06.9	0-999	0-999	010.0	0
85.8	052	066.4	0-999	03.5	0-999	0-999	010.0	0
83.1	058	067.1	0-999	04.6	0-999	0-999	010.0	0
81.9	060	066.9	0-999	03.5	0-999	0-999	010.0	0
81.5	063	068.0	0-999	05.8	0-999	0-999	010.0	0
76.1	082	070.2	0-999	04.6	00.01	0-999	07.0	0
74.5	088	070.7	0-999	05.8	00.01	0-999	010.0	0
73.6	089	070.2	0-999	06.9	0-999	0-999	010.0	0
73.9	088	070.2	0-999	04.6	0-999	0-999	010.0	0
75.2	086	070.7	0-999	06.9	0-999	0-999	010.0	0
74.7	088	071.1	0-999	03.5	0-999	0-999	010.0	0
74.3	090	071.2	0-999	04.6	0-999	0-999	010.0	0
